974,0,2,0,0,0,1,1,2,0
0,1122,1,2,0,0,0,7,2,1
0,0,1025,0,1,0,0,5,1,0
0,0,2,1005,0,1,0,2,0,0
0,1,0,0,972,0,1,1,1,6
0,0,0,9,0,881,1,0,0,1
2,2,2,0,1,3,946,0,2,0
0,1,5,0,0,0,0,1021,1,0
0,0,3,3,0,2,0,2,958,6
0,0,0,3,3,2,0,1,0,1000
